Orthogroup	aus_nigra	nz_nigra
OG0000010	TRINITY_DN109_c0_g2.p2, TRINITY_DN1369_c0_g1.p1, TRINITY_DN3853_c1_g2.p1	TRINITY_DN10206_c3_g3.p1, TRINITY_DN10384_c0_g1.p1, TRINITY_DN10384_c1_g2.p1, TRINITY_DN10384_c3_g1.p1, TRINITY_DN11650_c0_g3.p1, TRINITY_DN12210_c0_g2.p1, TRINITY_DN129403_c0_g1.p1, TRINITY_DN14579_c0_g1.p1, TRINITY_DN14579_c0_g2.p1, TRINITY_DN17486_c2_g2.p1, TRINITY_DN18180_c2_g1.p1, TRINITY_DN19191_c0_g2.p2, TRINITY_DN19632_c2_g3.p1, TRINITY_DN19632_c4_g1.p1, TRINITY_DN19709_c1_g1.p1, TRINITY_DN23173_c0_g1.p1, TRINITY_DN24231_c0_g1.p1, TRINITY_DN2478_c0_g2.p11, TRINITY_DN25189_c4_g1.p1, TRINITY_DN25253_c0_g1.p1, TRINITY_DN2987_c1_g5.p1, TRINITY_DN30832_c0_g1.p1, TRINITY_DN34015_c7_g1.p1, TRINITY_DN37545_c0_g1.p1, TRINITY_DN43150_c0_g1.p1, TRINITY_DN44641_c1_g1.p1, TRINITY_DN4605_c2_g1.p2, TRINITY_DN52077_c0_g1.p1, TRINITY_DN7524_c1_g1.p7, TRINITY_DN9350_c0_g2.p1, TRINITY_DN9501_c0_g1.p1, TRINITY_DN95251_c0_g1.p1, TRINITY_DN9740_c1_g2.p1
OG0000011	TRINITY_DN11274_c0_g2.p1, TRINITY_DN12153_c1_g1.p1, TRINITY_DN12483_c0_g1.p2, TRINITY_DN12683_c0_g1.p1, TRINITY_DN13175_c0_g1.p1, TRINITY_DN16599_c2_g1.p3, TRINITY_DN1846_c0_g1.p2, TRINITY_DN3272_c3_g1.p1, TRINITY_DN359_c0_g1.p11, TRINITY_DN4971_c0_g3.p3, TRINITY_DN8102_c1_g1.p1, TRINITY_DN8176_c0_g1.p1, TRINITY_DN9320_c2_g1.p2	TRINITY_DN10246_c0_g1.p1, TRINITY_DN12105_c0_g1.p1, TRINITY_DN13821_c0_g4.p1, TRINITY_DN143_c6_g1.p2, TRINITY_DN14512_c0_g1.p2, TRINITY_DN15336_c0_g2.p2, TRINITY_DN17101_c0_g1.p3, TRINITY_DN18278_c1_g1.p1, TRINITY_DN1857_c0_g1.p5, TRINITY_DN23893_c0_g3.p1, TRINITY_DN244_c0_g1.p3, TRINITY_DN27164_c0_g1.p1, TRINITY_DN2737_c0_g1.p6, TRINITY_DN32872_c0_g1.p1, TRINITY_DN3364_c2_g1.p1, TRINITY_DN404_c1_g1.p2, TRINITY_DN4203_c0_g1.p1, TRINITY_DN4254_c0_g1.p4, TRINITY_DN5300_c1_g1.p3, TRINITY_DN5883_c0_g1.p2, TRINITY_DN6183_c4_g1.p1, TRINITY_DN7705_c0_g2.p2, TRINITY_DN8342_c0_g1.p3
OG0000012	TRINITY_DN132720_c0_g1.p2, TRINITY_DN1394_c0_g1.p2, TRINITY_DN1394_c0_g1.p4, TRINITY_DN14193_c0_g1.p1, TRINITY_DN144944_c0_g1.p2, TRINITY_DN144944_c0_g2.p1, TRINITY_DN17109_c0_g1.p1, TRINITY_DN17109_c0_g2.p1, TRINITY_DN17109_c0_g2.p5, TRINITY_DN17109_c0_g3.p1, TRINITY_DN17109_c0_g3.p6, TRINITY_DN17109_c0_g4.p2, TRINITY_DN17109_c2_g1.p3, TRINITY_DN238162_c0_g1.p2, TRINITY_DN238162_c0_g2.p1, TRINITY_DN25681_c0_g1.p1, TRINITY_DN25681_c0_g2.p2, TRINITY_DN27503_c0_g1.p1, TRINITY_DN35199_c0_g2.p2, TRINITY_DN40457_c0_g1.p3, TRINITY_DN41661_c0_g1.p1, TRINITY_DN41908_c0_g1.p1, TRINITY_DN532728_c0_g1.p1, TRINITY_DN551910_c0_g1.p3, TRINITY_DN555927_c0_g1.p1, TRINITY_DN91917_c0_g1.p1	TRINITY_DN103142_c0_g1.p2, TRINITY_DN106076_c0_g1.p1, TRINITY_DN114954_c0_g1.p3, TRINITY_DN141103_c0_g1.p1, TRINITY_DN141103_c0_g1.p3, TRINITY_DN30142_c0_g1.p2, TRINITY_DN65507_c0_g1.p3, TRINITY_DN74636_c0_g1.p3, TRINITY_DN9515_c0_g1.p3
OG0000013	TRINITY_DN101410_c0_g1.p1, TRINITY_DN12564_c1_g1.p1, TRINITY_DN146394_c0_g1.p3, TRINITY_DN26944_c0_g3.p1, TRINITY_DN28431_c0_g1.p1, TRINITY_DN324147_c0_g1.p1, TRINITY_DN63213_c0_g1.p1	TRINITY_DN12592_c0_g1.p3, TRINITY_DN12592_c0_g1.p9, TRINITY_DN13925_c0_g1.p2, TRINITY_DN153479_c0_g1.p1, TRINITY_DN16363_c0_g1.p1, TRINITY_DN18007_c0_g1.p3, TRINITY_DN23008_c0_g1.p1, TRINITY_DN23700_c0_g1.p3, TRINITY_DN26033_c0_g1.p3, TRINITY_DN27007_c0_g1.p2, TRINITY_DN27007_c0_g2.p2, TRINITY_DN27007_c1_g1.p1, TRINITY_DN27624_c1_g1.p1, TRINITY_DN27624_c1_g1.p2, TRINITY_DN27696_c0_g1.p2, TRINITY_DN30950_c0_g2.p2, TRINITY_DN35401_c0_g1.p1, TRINITY_DN41069_c0_g1.p1, TRINITY_DN47143_c0_g1.p1, TRINITY_DN48483_c0_g1.p1, TRINITY_DN50359_c0_g1.p1, TRINITY_DN6242_c0_g1.p6, TRINITY_DN8009_c0_g1.p2, TRINITY_DN8009_c0_g1.p7, TRINITY_DN95784_c0_g1.p1, TRINITY_DN98933_c0_g1.p1
OG0000014	TRINITY_DN11238_c0_g1.p2, TRINITY_DN11238_c0_g2.p1, TRINITY_DN11238_c0_g3.p1, TRINITY_DN1143_c0_g1.p1, TRINITY_DN1143_c1_g2.p1, TRINITY_DN1151_c0_g1.p1, TRINITY_DN116063_c0_g2.p2, TRINITY_DN13482_c0_g1.p1, TRINITY_DN16573_c0_g1.p1, TRINITY_DN16573_c0_g2.p1, TRINITY_DN18679_c0_g1.p1, TRINITY_DN21744_c0_g1.p1, TRINITY_DN2276_c0_g1.p1, TRINITY_DN269443_c0_g1.p1, TRINITY_DN2779_c0_g1.p3, TRINITY_DN317156_c0_g1.p1, TRINITY_DN331369_c0_g1.p1, TRINITY_DN34032_c0_g1.p1, TRINITY_DN35615_c0_g1.p1, TRINITY_DN3757_c0_g1.p2, TRINITY_DN440242_c0_g1.p1, TRINITY_DN501115_c0_g1.p1, TRINITY_DN581773_c0_g1.p1, TRINITY_DN6545_c0_g1.p1, TRINITY_DN6545_c0_g1.p3, TRINITY_DN6545_c0_g2.p1, TRINITY_DN6545_c1_g1.p2, TRINITY_DN6545_c1_g2.p2, TRINITY_DN800_c0_g1.p1, TRINITY_DN8012_c0_g1.p1, TRINITY_DN87645_c1_g1.p1	TRINITY_DN3898_c0_g1.p4
OG0000015	TRINITY_DN161766_c0_g1.p1, TRINITY_DN2041_c1_g1.p1, TRINITY_DN301_c0_g1.p4, TRINITY_DN301_c0_g1.p5, TRINITY_DN3031_c0_g1.p1, TRINITY_DN3031_c0_g1.p2, TRINITY_DN3031_c0_g2.p1, TRINITY_DN3031_c0_g2.p2, TRINITY_DN339_c0_g1.p1, TRINITY_DN341385_c0_g1.p1, TRINITY_DN3464_c0_g1.p1, TRINITY_DN4903_c0_g1.p1, TRINITY_DN903_c0_g1.p1	TRINITY_DN17194_c0_g3.p1, TRINITY_DN19178_c0_g1.p1, TRINITY_DN20266_c0_g3.p1, TRINITY_DN212_c0_g1.p1, TRINITY_DN3103_c0_g2.p1, TRINITY_DN3103_c0_g2.p2, TRINITY_DN3103_c0_g2.p3, TRINITY_DN3103_c0_g2.p4, TRINITY_DN3103_c0_g2.p5, TRINITY_DN3103_c0_g2.p6, TRINITY_DN3367_c0_g1.p1, TRINITY_DN4250_c0_g1.p1, TRINITY_DN564_c0_g1.p4, TRINITY_DN564_c0_g1.p6, TRINITY_DN564_c0_g1.p8, TRINITY_DN7071_c0_g1.p1, TRINITY_DN7604_c0_g1.p1, TRINITY_DN7986_c0_g1.p2
OG0000016	TRINITY_DN10554_c0_g1.p1, TRINITY_DN10554_c0_g1.p10, TRINITY_DN10554_c0_g1.p18, TRINITY_DN10554_c0_g1.p3, TRINITY_DN10554_c0_g1.p7, TRINITY_DN10554_c0_g2.p1, TRINITY_DN10554_c2_g1.p2, TRINITY_DN10554_c9_g1.p1, TRINITY_DN171459_c0_g1.p1, TRINITY_DN23499_c0_g2.p1, TRINITY_DN23499_c2_g1.p3, TRINITY_DN23499_c2_g2.p1, TRINITY_DN23499_c2_g3.p2, TRINITY_DN25010_c0_g1.p1, TRINITY_DN25010_c0_g2.p1, TRINITY_DN27032_c0_g1.p1, TRINITY_DN27032_c1_g2.p1, TRINITY_DN27032_c1_g3.p1, TRINITY_DN27032_c1_g3.p6, TRINITY_DN27124_c1_g1.p1, TRINITY_DN31977_c0_g1.p1, TRINITY_DN49528_c0_g2.p3, TRINITY_DN49528_c0_g4.p1, TRINITY_DN54215_c0_g1.p1, TRINITY_DN63232_c3_g2.p2, TRINITY_DN72017_c2_g1.p1, TRINITY_DN72017_c2_g1.p6, TRINITY_DN90897_c0_g1.p1, TRINITY_DN90897_c1_g2.p1, TRINITY_DN90897_c2_g1.p2	
OG0000017	TRINITY_DN1235_c1_g1.p1, TRINITY_DN1567_c0_g1.p1, TRINITY_DN161778_c0_g1.p2, TRINITY_DN189883_c0_g1.p1, TRINITY_DN21051_c0_g2.p1, TRINITY_DN22096_c0_g1.p1, TRINITY_DN2594_c0_g1.p3, TRINITY_DN321802_c0_g1.p1, TRINITY_DN324108_c0_g1.p2, TRINITY_DN382008_c0_g1.p1, TRINITY_DN427274_c0_g1.p1, TRINITY_DN427711_c0_g1.p1, TRINITY_DN428788_c0_g1.p1, TRINITY_DN4410_c0_g1.p1, TRINITY_DN482199_c0_g1.p1, TRINITY_DN5039_c0_g2.p1, TRINITY_DN505133_c0_g1.p2, TRINITY_DN537887_c0_g1.p1, TRINITY_DN538273_c0_g1.p2, TRINITY_DN541328_c0_g1.p2, TRINITY_DN545159_c0_g1.p1, TRINITY_DN559429_c0_g1.p1, TRINITY_DN588459_c0_g1.p1, TRINITY_DN7069_c0_g1.p2, TRINITY_DN9123_c0_g1.p1	TRINITY_DN149396_c0_g1.p1, TRINITY_DN152407_c0_g1.p1, TRINITY_DN17039_c0_g1.p1, TRINITY_DN17039_c0_g1.p2, TRINITY_DN8780_c0_g1.p3
OG0000018	TRINITY_DN10571_c0_g1.p1, TRINITY_DN12418_c0_g1.p1, TRINITY_DN125741_c0_g2.p1, TRINITY_DN15538_c0_g1.p1, TRINITY_DN1633_c0_g1.p1, TRINITY_DN1633_c0_g2.p1, TRINITY_DN16919_c0_g1.p1, TRINITY_DN19644_c0_g1.p1, TRINITY_DN20916_c0_g1.p1, TRINITY_DN323320_c0_g1.p1, TRINITY_DN6177_c0_g1.p1, TRINITY_DN71782_c0_g3.p1, TRINITY_DN90152_c0_g4.p1, TRINITY_DN9964_c5_g1.p1	TRINITY_DN22054_c0_g1.p1, TRINITY_DN22054_c0_g1.p2, TRINITY_DN23375_c0_g1.p1, TRINITY_DN2639_c0_g1.p1, TRINITY_DN38637_c0_g1.p1, TRINITY_DN48861_c0_g1.p1, TRINITY_DN5934_c0_g2.p1, TRINITY_DN5934_c0_g3.p1, TRINITY_DN7606_c0_g1.p1, TRINITY_DN7606_c0_g1.p2, TRINITY_DN8986_c0_g1.p1, TRINITY_DN8986_c0_g1.p5, TRINITY_DN8986_c0_g2.p1, TRINITY_DN8986_c0_g3.p1, TRINITY_DN9774_c0_g1.p1
OG0000019		TRINITY_DN12083_c1_g1.p1, TRINITY_DN13425_c0_g3.p1, TRINITY_DN14197_c1_g1.p1, TRINITY_DN14197_c1_g1.p2, TRINITY_DN14503_c1_g1.p1, TRINITY_DN15062_c0_g1.p1, TRINITY_DN15278_c0_g1.p1, TRINITY_DN15599_c0_g1.p1, TRINITY_DN17498_c0_g1.p1, TRINITY_DN2128_c1_g2.p1, TRINITY_DN21558_c0_g2.p1, TRINITY_DN21958_c0_g1.p1, TRINITY_DN24072_c0_g2.p1, TRINITY_DN2764_c0_g1.p3, TRINITY_DN31292_c0_g1.p1, TRINITY_DN31292_c0_g2.p1, TRINITY_DN32792_c0_g1.p1, TRINITY_DN3406_c0_g2.p4, TRINITY_DN37042_c0_g1.p1, TRINITY_DN378_c3_g1.p1, TRINITY_DN4055_c0_g1.p4, TRINITY_DN41988_c0_g1.p1, TRINITY_DN4474_c0_g1.p6, TRINITY_DN5734_c2_g1.p1, TRINITY_DN6043_c2_g1.p1, TRINITY_DN6082_c2_g1.p1, TRINITY_DN7093_c0_g1.p3, TRINITY_DN8262_c1_g2.p1, TRINITY_DN9517_c0_g1.p1
OG0000020	TRINITY_DN11014_c0_g1.p1, TRINITY_DN134817_c0_g1.p1, TRINITY_DN210681_c0_g1.p1, TRINITY_DN210681_c0_g2.p1, TRINITY_DN29801_c0_g1.p1, TRINITY_DN3660_c1_g1.p1, TRINITY_DN3660_c1_g2.p1, TRINITY_DN381_c2_g1.p5, TRINITY_DN4035_c0_g1.p7, TRINITY_DN546902_c0_g1.p1, TRINITY_DN63523_c0_g3.p1, TRINITY_DN84_c0_g1.p3, TRINITY_DN84_c0_g2.p2, TRINITY_DN95114_c0_g1.p1	TRINITY_DN2122_c0_g1.p4, TRINITY_DN2122_c0_g1.p5, TRINITY_DN2122_c0_g2.p5, TRINITY_DN21582_c0_g1.p4, TRINITY_DN2526_c0_g1.p13, TRINITY_DN34843_c0_g1.p1, TRINITY_DN5067_c0_g2.p5, TRINITY_DN5689_c0_g1.p1, TRINITY_DN583_c1_g1.p1, TRINITY_DN583_c1_g1.p15, TRINITY_DN583_c1_g1.p2, TRINITY_DN583_c1_g3.p1, TRINITY_DN583_c1_g3.p2, TRINITY_DN76958_c0_g1.p1
OG0000021	TRINITY_DN11972_c0_g2.p1, TRINITY_DN11972_c0_g3.p1, TRINITY_DN123106_c0_g1.p1, TRINITY_DN21315_c0_g1.p1, TRINITY_DN21315_c1_g1.p1, TRINITY_DN2558_c1_g1.p1, TRINITY_DN316956_c0_g1.p1, TRINITY_DN320219_c0_g1.p1, TRINITY_DN332598_c0_g1.p3, TRINITY_DN3593_c0_g1.p3, TRINITY_DN3870_c0_g1.p1, TRINITY_DN491805_c0_g1.p1, TRINITY_DN529434_c0_g1.p1, TRINITY_DN534451_c0_g1.p1, TRINITY_DN581291_c0_g1.p1, TRINITY_DN69301_c0_g1.p1, TRINITY_DN95964_c0_g1.p1	TRINITY_DN10020_c0_g1.p1, TRINITY_DN110747_c0_g1.p1, TRINITY_DN1498_c0_g3.p1, TRINITY_DN18496_c0_g1.p1, TRINITY_DN33817_c0_g1.p1, TRINITY_DN354_c0_g1.p2, TRINITY_DN354_c0_g3.p1, TRINITY_DN45797_c0_g1.p1, TRINITY_DN5001_c0_g2.p5, TRINITY_DN5001_c0_g2.p6, TRINITY_DN566_c0_g1.p1
OG0000022	TRINITY_DN119890_c0_g1.p1, TRINITY_DN12168_c1_g1.p1, TRINITY_DN12225_c0_g1.p2, TRINITY_DN1366_c7_g1.p1, TRINITY_DN1701_c0_g1.p1, TRINITY_DN1701_c1_g1.p1, TRINITY_DN218818_c0_g1.p1, TRINITY_DN22387_c0_g1.p1, TRINITY_DN2451_c0_g1.p1, TRINITY_DN2687_c0_g1.p1, TRINITY_DN3002_c0_g1.p1, TRINITY_DN336733_c0_g1.p1, TRINITY_DN435152_c0_g1.p1, TRINITY_DN478383_c0_g1.p1, TRINITY_DN515_c0_g2.p1, TRINITY_DN580687_c0_g1.p1, TRINITY_DN6270_c0_g1.p1, TRINITY_DN6815_c0_g1.p1, TRINITY_DN6855_c0_g1.p1, TRINITY_DN6947_c0_g1.p1, TRINITY_DN7485_c0_g2.p1, TRINITY_DN7664_c1_g1.p1, TRINITY_DN9246_c0_g1.p1	TRINITY_DN13558_c0_g1.p1, TRINITY_DN1553_c0_g2.p1, TRINITY_DN21817_c0_g1.p1, TRINITY_DN8543_c0_g2.p1, TRINITY_DN8625_c0_g1.p1
OG0000023	TRINITY_DN10968_c0_g1.p4, TRINITY_DN118641_c0_g1.p1, TRINITY_DN130802_c2_g1.p1, TRINITY_DN13138_c0_g2.p1, TRINITY_DN131779_c1_g1.p1, TRINITY_DN163137_c0_g1.p1, TRINITY_DN17251_c1_g3.p1, TRINITY_DN21146_c0_g1.p2, TRINITY_DN218903_c0_g1.p1, TRINITY_DN22411_c0_g1.p1, TRINITY_DN23917_c2_g1.p1, TRINITY_DN24705_c3_g1.p1, TRINITY_DN27099_c16_g1.p1, TRINITY_DN30183_c0_g4.p1, TRINITY_DN35770_c1_g1.p1, TRINITY_DN47855_c1_g1.p1, TRINITY_DN53059_c1_g1.p1, TRINITY_DN531412_c0_g1.p1, TRINITY_DN584035_c0_g1.p1, TRINITY_DN75306_c0_g1.p1, TRINITY_DN7727_c0_g1.p2, TRINITY_DN77727_c3_g1.p1, TRINITY_DN77727_c5_g1.p1, TRINITY_DN8462_c0_g1.p1, TRINITY_DN89231_c0_g1.p1, TRINITY_DN90059_c0_g2.p1, TRINITY_DN91973_c0_g1.p1	
OG0000024	TRINITY_DN1098_c1_g1.p1, TRINITY_DN12570_c0_g1.p1, TRINITY_DN1301_c0_g1.p1, TRINITY_DN13245_c0_g1.p4, TRINITY_DN1455_c0_g1.p1, TRINITY_DN1455_c1_g2.p2, TRINITY_DN152252_c0_g2.p1, TRINITY_DN188537_c0_g1.p1, TRINITY_DN21162_c0_g1.p2, TRINITY_DN246949_c0_g2.p1, TRINITY_DN328584_c0_g1.p1, TRINITY_DN376979_c0_g1.p1, TRINITY_DN380129_c0_g1.p1, TRINITY_DN381868_c0_g1.p2, TRINITY_DN4453_c0_g1.p2, TRINITY_DN478521_c0_g1.p2, TRINITY_DN486059_c0_g1.p1, TRINITY_DN491675_c0_g1.p2, TRINITY_DN537955_c0_g1.p1, TRINITY_DN56687_c0_g1.p1, TRINITY_DN5934_c0_g1.p1, TRINITY_DN7036_c1_g1.p1, TRINITY_DN89328_c0_g1.p1	TRINITY_DN156518_c0_g1.p1, TRINITY_DN8036_c0_g1.p2
OG0000025	TRINITY_DN10993_c3_g1.p1, TRINITY_DN23130_c0_g1.p1	TRINITY_DN10338_c4_g1.p1, TRINITY_DN13472_c0_g1.p1, TRINITY_DN13472_c0_g3.p1, TRINITY_DN14675_c0_g1.p1, TRINITY_DN16147_c0_g1.p1, TRINITY_DN17692_c0_g1.p1, TRINITY_DN18420_c0_g1.p3, TRINITY_DN23507_c0_g1.p1, TRINITY_DN27249_c0_g1.p1, TRINITY_DN27249_c0_g3.p1, TRINITY_DN3364_c0_g2.p1, TRINITY_DN3364_c4_g1.p1, TRINITY_DN3364_c5_g1.p1, TRINITY_DN4813_c0_g1.p1, TRINITY_DN4908_c1_g1.p7, TRINITY_DN5570_c0_g1.p2, TRINITY_DN5576_c1_g1.p1, TRINITY_DN5948_c0_g1.p1, TRINITY_DN7520_c0_g1.p1, TRINITY_DN7520_c0_g1.p3, TRINITY_DN8080_c0_g1.p1, TRINITY_DN8080_c0_g1.p2, TRINITY_DN8853_c0_g1.p1
OG0000026	TRINITY_DN12438_c0_g1.p1, TRINITY_DN12438_c1_g1.p1, TRINITY_DN13783_c0_g1.p1, TRINITY_DN218874_c0_g1.p2, TRINITY_DN221458_c0_g2.p1, TRINITY_DN2265_c0_g1.p1, TRINITY_DN2265_c1_g1.p1, TRINITY_DN33039_c0_g1.p1, TRINITY_DN342391_c0_g1.p1, TRINITY_DN373970_c0_g1.p1, TRINITY_DN3830_c0_g2.p1, TRINITY_DN41368_c0_g1.p1, TRINITY_DN442774_c0_g1.p1, TRINITY_DN46944_c0_g1.p1, TRINITY_DN491884_c0_g1.p1, TRINITY_DN5028_c0_g1.p1, TRINITY_DN530050_c0_g1.p1, TRINITY_DN531579_c0_g1.p1, TRINITY_DN539_c1_g1.p1, TRINITY_DN541271_c0_g1.p1, TRINITY_DN607924_c0_g1.p1, TRINITY_DN66487_c0_g1.p1, TRINITY_DN92027_c0_g1.p1, TRINITY_DN9447_c0_g1.p1, TRINITY_DN9447_c0_g1.p4	
OG0000027	TRINITY_DN132800_c0_g1.p1, TRINITY_DN13688_c0_g1.p1, TRINITY_DN16983_c0_g2.p1, TRINITY_DN16983_c0_g3.p1, TRINITY_DN386_c1_g1.p1, TRINITY_DN386_c1_g1.p2, TRINITY_DN4097_c0_g1.p1, TRINITY_DN4097_c0_g2.p3, TRINITY_DN4097_c0_g2.p4, TRINITY_DN427151_c0_g1.p1, TRINITY_DN586991_c0_g1.p1, TRINITY_DN5879_c0_g1.p1, TRINITY_DN5879_c0_g2.p1, TRINITY_DN5879_c0_g3.p2, TRINITY_DN5879_c0_g3.p3, TRINITY_DN588420_c0_g1.p1, TRINITY_DN61740_c0_g1.p2	TRINITY_DN12400_c0_g1.p1, TRINITY_DN14752_c0_g1.p1, TRINITY_DN23066_c0_g2.p1, TRINITY_DN2454_c0_g1.p2, TRINITY_DN3592_c4_g1.p1, TRINITY_DN3625_c3_g1.p1, TRINITY_DN40603_c1_g1.p1, TRINITY_DN94634_c0_g1.p1
OG0000028	TRINITY_DN10076_c0_g1.p1, TRINITY_DN2116_c0_g1.p3, TRINITY_DN2170_c0_g1.p1, TRINITY_DN2426_c0_g1.p1, TRINITY_DN4393_c1_g1.p1, TRINITY_DN6366_c0_g1.p2, TRINITY_DN6366_c0_g2.p1, TRINITY_DN6366_c1_g1.p1, TRINITY_DN6366_c1_g1.p2	TRINITY_DN1018_c0_g1.p1, TRINITY_DN10577_c0_g2.p1, TRINITY_DN109858_c0_g1.p1, TRINITY_DN111440_c0_g1.p1, TRINITY_DN131992_c0_g1.p1, TRINITY_DN1450_c0_g1.p1, TRINITY_DN152332_c0_g1.p1, TRINITY_DN20183_c0_g1.p1, TRINITY_DN5783_c0_g1.p1, TRINITY_DN5783_c0_g1.p3, TRINITY_DN59394_c0_g1.p1, TRINITY_DN730_c0_g2.p1, TRINITY_DN807_c0_g1.p3, TRINITY_DN8627_c0_g1.p1, TRINITY_DN95000_c0_g1.p1
OG0000029	TRINITY_DN10226_c0_g1.p1, TRINITY_DN143747_c1_g1.p1, TRINITY_DN151823_c0_g1.p1, TRINITY_DN15203_c0_g1.p1, TRINITY_DN1938_c0_g1.p1, TRINITY_DN20986_c0_g1.p1, TRINITY_DN2828_c0_g1.p1, TRINITY_DN3370_c1_g1.p3, TRINITY_DN379677_c0_g1.p1, TRINITY_DN4392_c1_g1.p1, TRINITY_DN45159_c0_g1.p1, TRINITY_DN514669_c0_g1.p1, TRINITY_DN5749_c0_g1.p1, TRINITY_DN82774_c0_g1.p1, TRINITY_DN8660_c0_g1.p1, TRINITY_DN94277_c0_g1.p1	TRINITY_DN1472_c0_g1.p1, TRINITY_DN1541_c0_g1.p2, TRINITY_DN23564_c0_g1.p2, TRINITY_DN24926_c0_g1.p2, TRINITY_DN3471_c0_g1.p2, TRINITY_DN3472_c0_g3.p3, TRINITY_DN5010_c0_g4.p1, TRINITY_DN8708_c0_g1.p2
OG0000030	TRINITY_DN10764_c0_g1.p1, TRINITY_DN108940_c0_g1.p1, TRINITY_DN20190_c4_g1.p1, TRINITY_DN20941_c0_g2.p1, TRINITY_DN23864_c0_g1.p1, TRINITY_DN28012_c0_g1.p1, TRINITY_DN28012_c0_g1.p3, TRINITY_DN496807_c0_g1.p1, TRINITY_DN54916_c6_g1.p1	TRINITY_DN11360_c1_g3.p2, TRINITY_DN11583_c1_g1.p1, TRINITY_DN143581_c0_g1.p1, TRINITY_DN14936_c0_g1.p1, TRINITY_DN14936_c0_g1.p2, TRINITY_DN21973_c0_g1.p1, TRINITY_DN28287_c0_g1.p2, TRINITY_DN28287_c0_g1.p3, TRINITY_DN28287_c0_g2.p1, TRINITY_DN29059_c0_g1.p1, TRINITY_DN3181_c0_g1.p1, TRINITY_DN39012_c2_g2.p1, TRINITY_DN42391_c0_g1.p1, TRINITY_DN6131_c4_g1.p2, TRINITY_DN74879_c0_g1.p1
OG0000031	TRINITY_DN114168_c0_g2.p1, TRINITY_DN116115_c0_g1.p1, TRINITY_DN125848_c0_g2.p2, TRINITY_DN13273_c2_g1.p3, TRINITY_DN15962_c1_g2.p1, TRINITY_DN18278_c2_g1.p1, TRINITY_DN20359_c0_g1.p1, TRINITY_DN229396_c0_g1.p1, TRINITY_DN26980_c4_g2.p1, TRINITY_DN275583_c1_g1.p1, TRINITY_DN299971_c0_g1.p1, TRINITY_DN32833_c0_g2.p1, TRINITY_DN34830_c1_g1.p1, TRINITY_DN35609_c0_g1.p3, TRINITY_DN35745_c6_g1.p1, TRINITY_DN36854_c0_g1.p1, TRINITY_DN37264_c0_g1.p1, TRINITY_DN44548_c1_g2.p1, TRINITY_DN4637_c0_g1.p2, TRINITY_DN49416_c1_g1.p1, TRINITY_DN54522_c0_g2.p1, TRINITY_DN6126_c0_g1.p1, TRINITY_DN62691_c6_g1.p1, TRINITY_DN76330_c0_g1.p1	
OG0000032	TRINITY_DN11874_c0_g1.p1, TRINITY_DN11879_c0_g1.p1, TRINITY_DN1258_c0_g1.p1, TRINITY_DN1321_c0_g1.p2, TRINITY_DN1321_c0_g2.p1, TRINITY_DN2301_c0_g1.p3, TRINITY_DN25628_c0_g1.p1, TRINITY_DN428306_c0_g1.p1, TRINITY_DN429892_c0_g1.p1, TRINITY_DN534466_c0_g1.p1, TRINITY_DN810_c0_g1.p1	TRINITY_DN107651_c0_g1.p2, TRINITY_DN125348_c0_g1.p2, TRINITY_DN12715_c0_g1.p1, TRINITY_DN1784_c0_g1.p2, TRINITY_DN1784_c0_g1.p4, TRINITY_DN20337_c0_g1.p1, TRINITY_DN20914_c0_g1.p1, TRINITY_DN3268_c0_g1.p1, TRINITY_DN4015_c1_g1.p1, TRINITY_DN6190_c0_g1.p1, TRINITY_DN7396_c0_g1.p3, TRINITY_DN7396_c2_g2.p1, TRINITY_DN8434_c0_g1.p2
OG0000033	TRINITY_DN11972_c0_g1.p1, TRINITY_DN11972_c0_g4.p1, TRINITY_DN145321_c0_g2.p1, TRINITY_DN166670_c0_g1.p1, TRINITY_DN19373_c0_g3.p1, TRINITY_DN19525_c0_g1.p1, TRINITY_DN254007_c0_g1.p1, TRINITY_DN26690_c0_g2.p1, TRINITY_DN36138_c0_g1.p1, TRINITY_DN378823_c0_g1.p1, TRINITY_DN4016_c0_g1.p1, TRINITY_DN40742_c0_g1.p1, TRINITY_DN4076_c0_g1.p1, TRINITY_DN4076_c0_g2.p1, TRINITY_DN4076_c0_g2.p2, TRINITY_DN4727_c0_g1.p1, TRINITY_DN533474_c0_g1.p1, TRINITY_DN544692_c0_g1.p1, TRINITY_DN549974_c0_g1.p1, TRINITY_DN5676_c0_g1.p5, TRINITY_DN591894_c0_g1.p1	TRINITY_DN106761_c0_g1.p1, TRINITY_DN1836_c0_g1.p1, TRINITY_DN46_c0_g2.p2
